,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
164,CHEMBL1509826,COc1ccc(OC)c(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1,inactive,403.372,2.3399,1,8,4.726304412
165,CHEMBL1391887,COc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1cccc(F)c1,inactive,341.338,3.7294,0,5,4.617442678
166,CHEMBL1580345,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1,inactive,348.318,2.39542,1,6,4.639595945
167,CHEMBL1733061,CC1=C(O)C(O)=C(C2=C(O)C(O)=C(C)C(=O)C2=O)C(=O)C1=O,inactive,306.226,0.5782,4,8,4.548367053
168,CHEMBL1713628,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1[N+](=O)[O-],inactive,404.433,3.8497,2,9,4.188827305
169,CHEMBL1990734,O=C(O)c1ccccc1N=N/C(=N/Nc1cc(S(=O)(=O)[O-])ccc1O)c1ccccc1.[Na+],inactive,462.419,0.5561,3,8,4.71942163
170,CHEMBL1392064,COc1ccc(Nc2cc(Cl)ccc2C(=O)O)cn1,inactive,278.695,3.1854,2,4,4.197226275
171,CHEMBL1462969,CCOc1ccc(C(c2c(O)n(C)c(SC)nc2=O)c2c(O)n(C)c(SC)nc2=O)cc1,inactive,476.58,2.3079,2,11,4.366329594
172,CHEMBL1352170,Cc1c(N=C2C=C(Br)C(=O)C(Br)=C2)c(=O)n(-c2ccccc2)n1C,inactive,451.118,3.69722,0,5,4.083651348
173,CHEMBL1449785,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(c3ccccc3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,inactive,566.404,4.4961,0,8,4
174,CHEMBL3216654,COc1cc(NCCCC(C)N)c2ncccc2c1.Cl.Cl,inactive,332.275,3.6263,2,4,4
175,CHEMBL1481016,O=C(O)C(c1ccccc1)N1C(=O)/C(=C/c2cccs2)SC1=S,inactive,361.469,3.7752,1,5,4.328827157
176,CHEMBL1991599,Oc1ccc(/C=N/N2CCOCC2)c(O)c1O,inactive,238.243,0.4695,3,6,4.347077112
177,CHEMBL1312212,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1,inactive,476.554,5.0207,3,5,4.174054857
178,CHEMBL202043,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,inactive,394.474,2.9204,1,5,4.43568909
179,CHEMBL1452526,Cc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,inactive,404.538,3.39814,1,5,4.586197483
180,CHEMBL1173036,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)oc(=O)c1ccccc12,inactive,435.435,5.5637,2,4,4.249337354
181,CHEMBL1587876,Cc1ccc(C(=O)C2=C(O)C(=O)OC2c2ccc(Cl)cc2)cc1,inactive,328.751,3.94132,1,4,4.215953584
182,CHEMBL1392200,Fc1cccc2sc(Nc3nnc(-c4ccccc4)o3)nc12,inactive,312.329,4.229,1,6,4.299209779
183,CHEMBL1532491,O=c1oc2ccccc2c(O)c1[C@H]1c2ccc(O)cc2Oc2c1c(=O)oc1ccccc21,inactive,426.38,4.5965,2,7,4.093018847
185,CHEMBL1549172,COc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1,inactive,373.346,2.3313,1,7,4.419987887
186,CHEMBL1392133,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)C)cc1,inactive,428.554,4.77532,3,4,4.202871012
187,CHEMBL1431490,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1,inactive,378.413,4.1224,1,7,4
188,CHEMBL1431570,Cc1ccc(/C=C2/C(=O)NC(=O)N(CC3CCCO3)C2=O)s1,inactive,320.37,1.69732,1,5,4
189,CHEMBL1532549,O=[N+]([O-])c1cccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])c1,inactive,304.218,1.8746,2,8,4.137928281
190,CHEMBL1713747,CCCCC[C@@H]1C=C(C(=O)O)[C@H](c2ccc(Cl)cc2)N1S(=O)(=O)c1ccc(C)cc1,inactive,447.984,5.35392,1,3,4.373762315
191,CHEMBL1610098,O=C1/C(=C/c2nc3ccccc3[nH]2)SC(=S)N1NS(=O)(=O)c1ccccc1,inactive,416.509,2.6576,2,6,4.261695207
192,CHEMBL1392332,O=C1OC(c2ccccc2)C(C(=O)c2ccc(Cl)cc2)=C1O,inactive,314.724,3.6329,1,4,4.078625705
193,CHEMBL1881266,N#C/C(=C\c1ccccc1)C(=O)NNS(=O)(=O)c1cccc([N+](=O)[O-])c1,inactive,372.362,1.51148,2,6,4.28567024
196,CHEMBL1714348,O=C1C(=NO)CCc2ccccc21,inactive,175.187,1.6457,1,3,4.052664324
197,CHEMBL1470869,CCCCNC(=O)c1onc(CSc2cccc3ccccc23)c1C(=O)O,inactive,384.457,4.3482,2,5,4.304255725
198,CHEMBL1502839,CCn1c(CSc2nnc3ccccn23)nc2cc(C(=O)O)ccc21,inactive,353.407,3.0894,1,7,4.63432486
199,CHEMBL1335410,CCC1(C)Cc2c(sc3[nH]c(=O)[nH]c(=O)c23)CS1,inactive,282.39,2.2359,2,4,4.052223292
200,CHEMBL1571467,Cc1ccc(/C=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)cc1,inactive,383.494,3.89212,1,4,4.407268234
201,CHEMBL1580660,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,inactive,425.771,5.6326,1,5,4.380489279
202,CHEMBL1318520,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(Cl)cc3)CC=C(C(=O)O)[C@@H]2c2ccc(C(C)(C)C)cc2)cc1,inactive,524.082,6.83392,1,3,4.401866354
203,CHEMBL1312739,COc1cc(/C=C2/C(=O)NC(=O)N(c3ccccc3)C2=O)ccc1O,inactive,338.319,2.0672,2,5,4
204,CHEMBL1994988,O=[N+]([O-])c1cc(Cl)cc(/C=N/NC(=S)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1O,inactive,499.958,2.2952,3,8,4
205,CHEMBL1902287,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(O)c1.O=C(O)c1ccccc1,inactive,425.481,3.4424,6,6,4
206,CHEMBL1510455,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc([N+](=O)[O-])s3)C2=O)cc1,inactive,373.346,2.3313,1,7,4.407712184
207,CHEMBL1541889,O=C(NNc1ccc(O)cc1)c1ccc(Br)cc1,inactive,307.147,2.9116,3,3,4
208,CHEMBL1312673,O=C1NC(=O)C(=Cc2cc3c(cc2[N+](=O)[O-])OCO3)C(=O)N1,inactive,305.202,0.0729,2,7,4.669383333
209,CHEMBL1714283,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1[N+](=O)[O-],inactive,298.342,4.48282,1,4,4
210,CHEMBL1528294,CCc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,inactive,331.349,2.1655,0,5,4
211,CHEMBL581225,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCCCO)C(=O)N(CCCCO)C3=O,inactive,410.426,1.5768,2,6,4
212,CHEMBL1453783,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)C3CCCC3)C(=O)C2=CO1,inactive,358.39,2.5573,0,6,4.04493793
213,CHEMBL1525576,CCc1ccc(/C=C2/SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,inactive,454.573,4.5673,2,5,4.503762455
214,CHEMBL1588205,CCOc1c(Cl)cc(C(=O)Nc2ccccc2C(=O)O)cc1Cl,inactive,354.189,4.3426,2,3,4.283746174
215,CHEMBL1541890,O=C(O)Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,inactive,350.33,4.2861,3,5,4.166852888
216,CHEMBL1734152,CC1COCC(C)N1C1=C(Cl)C(=O)c2ccccc2C1=O,inactive,305.761,2.6252,0,4,4.791558644
217,CHEMBL1527565,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,inactive,246.262,2.79284,4,4,4.400444409
218,CHEMBL1330109,Cc1ccc(C(=O)c2no[n+]([O-])c2C(=O)c2ccc(C)cc2)cc1,inactive,322.32,2.38684,0,5,4
219,CHEMBL1541795,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)o1,inactive,372.461,4.44722,1,5,4.221993539
220,CHEMBL1335615,NS(=O)(=O)c1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,inactive,371.374,3.3064,3,6,4
221,CHEMBL1463571,Cc1nn2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2c1-c1ccccc1,inactive,346.346,3.98552,1,6,4.438183336
222,CHEMBL1410860,O=C(COc1cccc2ccccc12)Nc1ccc(Cl)cc1C(=O)O,inactive,355.777,4.2089,2,3,4.423313195
223,CHEMBL1402954,CCOc1c(Br)cc(/C=C2\C(=O)N(CCC#N)N=C2C)cc1OC,inactive,392.253,3.37158,0,5,4
224,CHEMBL1532684,CSc1nc(O)c(C(c2ccc(O)cc2)c2c(O)nc(SC)nc2O)c(O)n1,inactive,420.472,2.4186,5,11,4.330497166
225,CHEMBL1598439,CCC(=O)OC1(C)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,inactive,288.299,1.9845,0,5,4
226,CHEMBL1902239,C=CCOc1ccc(C(c2c(O)nc(SC)nc2O)c2c(O)nc(SC)nc2O)cc1,inactive,460.537,3.2778,4,11,4.476904162
227,CHEMBL1714492,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=C[C@H]2CC2CCCC2)cc1,inactive,504.446,5.46302,1,3,4.432033093
228,CHEMBL3144962,COc1cc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc(OC)c1OC,inactive,526.593,4.46744,2,7,4.416347891
229,CHEMBL1305092,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3Cl)c2)SC1=S,inactive,454.356,4.8582,1,5,4.443818153
230,CHEMBL1492148,Cc1ccc(Sc2ccc(C=C3C(=O)N(C)C(=O)N(C)C3=O)o2)cc1,inactive,356.403,3.17302,0,5,4.837734386
231,CHEMBL1580684,O=C(CN1C(=O)/C(=C2\SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,inactive,582.479,2.8936,2,7,4.664943481
232,CHEMBL1312842,COc1cccc(/C=C2\C(=O)C(=O)c3ccccc32)c1,inactive,264.28,3.0012,0,3,4.88941029
233,CHEMBL1549691,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,inactive,376.847,4.12146,0,4,4.258297016
234,CHEMBL1368160,COc1cc(/C=C(/C#N)C(=O)Nc2ccccc2)c(Br)cc1OCc1ccc(C(=O)O)cc1,inactive,507.34,5.28058,2,5,4.176656209
235,CHEMBL1995550,O=C(/C(=N/N=C/c1ccc(O)c(O)c1O)c1ccccc1)c1ccccc1,inactive,360.369,3.5095,3,6,4.299729063
236,CHEMBL1715126,Cc1cc(O)c(C(C)C)cc1N=Cc1ccc(N(C)C)cc1,inactive,296.414,4.64062,1,3,4
237,CHEMBL1549660,CC(C)CSC1=NSC2=NC(=O)/C(=C\c3ccccc3)C(=N)N12,inactive,344.465,3.65247,1,5,4.286005732
238,CHEMBL1392718,COC(=O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,inactive,327.296,0.5637,2,6,4.590743348
239,CHEMBL1541950,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Br)cc1,inactive,371.618,2.1049,0,4,4.441171475
240,CHEMBL1463468,O=C(O)CCN1C(=O)/C(=C2\C(=O)N(Cc3ccc(F)cc3)c3ccccc32)SC1=S,inactive,442.493,3.4186,1,5,4.384681343
241,CHEMBL1348345,CCCCNC(=O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,inactive,361.401,4.6797,1,5,4.094851998
242,CHEMBL1734539,O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,inactive,253.235,2.19,2,5,4.3400838
243,CHEMBL1588339,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)(C)C)cc1,inactive,415.511,4.77702,2,5,4.591590422
244,CHEMBL1715210,CCCCCC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,inactive,417.461,2.5576,4,6,4.523603173
245,CHEMBL1323243,O=C1Nc2ccc(Cl)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,inactive,491.935,5.2328,2,7,4.364717362
247,CHEMBL1442097,COC(=O)C1=CN(c2cccc(C)c2)C=C(C(=O)OC)C1c1cc(OC)c(O)c([N+](=O)[O-])c1,inactive,454.435,3.33502,1,9,4.247721015
248,CHEMBL1447137,CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,inactive,377.356,3.35152,1,6,4.187889159
249,CHEMBL3191022,CCn1c(C)nc2cc(C(=O)N/N=C/c3ccc(O)c(O)c3O)ccc21,inactive,354.366,2.24532,4,7,4.663740448
250,CHEMBL1559687,COc1cc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc([N+](=O)[O-])c1O,inactive,373.296,1.9095,2,6,4
251,CHEMBL1580896,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccc(C)c1,inactive,276.339,3.80112,0,2,4.296966695
253,CHEMBL1424728,CC1(C)CC(=O)C(C(c2ccc(Br)cc2)C2C(=O)CC(C)(C)CC2=O)C(=O)C1,inactive,447.369,4.6815,0,4,4.100891142
254,CHEMBL3211294,CC1/C(=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CCC1(C(=O)O)c1ccccc1,inactive,398.375,3.7234,2,7,4
255,CHEMBL1493697,Cc1ccc(C(c2c(O)n3c(nc2=O)SCC3)c2c(O)n3c(nc2=O)SCC3)cc1,inactive,442.522,1.91122,2,10,4.074687909
256,CHEMBL1486418,COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2ccc([N+](=O)[O-])cc2)nc1C,inactive,483.458,3.83064,1,10,4.414652089
257,CHEMBL1368398,CCOC(=O)c1sc(N2N=C(C)/C(=C\c3ccc(OCC(=O)OC)cc3)C2=O)nc1C,inactive,443.481,2.98612,0,9,4.042440598
258,CHEMBL1381627,COc1cc(-c2nnc(SCc3cc(=O)oc4cc(O)c(O)cc34)o2)cc(OC)c1OC,inactive,458.448,3.5723,2,11,4
259,CHEMBL1476948,COc1cccc(/C=C2\Oc3cc(OCC(=O)N4Cc5ccccc5C[C@H]4C(=O)O)ccc3C2=O)c1,inactive,485.492,3.7283,1,6,4.36251027
260,CHEMBL1715529,O=C(O)C(Cc1ccccc1)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,inactive,433.074,4.5921,1,3,4.400881435
261,CHEMBL1715633,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(Cl)c(Cl)c3)CC=C(C(=O)O)[C@@H]2c2ccc(Br)cc2)cc1,inactive,581.315,6.95232,1,3,4.367643954
262,CHEMBL1490677,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,inactive,264.284,2.6647,0,3,4.381219975
263,CHEMBL1570573,CC1(OC(=O)c2ccco2)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,inactive,326.304,2.4813,0,6,4
264,CHEMBL1580845,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/c1ccc([N+](=O)[O-])s1,inactive,343.32,2.3227,1,6,4.691008971
265,CHEMBL1542151,O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)S1,inactive,349.751,3.6221,2,5,4.306536873
266,CHEMBL1375750,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,inactive,285.299,2.4134,0,5,4
267,CHEMBL1331111,O=C(O)/C=C/C(=O)Nc1ccc(C2(c3ccc(NC(=O)/C=C/C(=O)O)cc3)c3ccccc3-c3ccccc32)cc1,inactive,544.563,5.2083,4,4,4.741123371
268,CHEMBL1375820,CCc1ccccc1N1C(=O)C(Cl)=C(N2CCOCC2)C1=O,inactive,320.776,1.9048,0,4,4.079720105
269,CHEMBL1365198,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)c3cnc4ccccc4n3)C(=O)C2=CN1C1CC1,inactive,457.486,3.0719,0,8,4
270,CHEMBL1370841,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(C3CCCC3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,inactive,558.425,4.2341,0,8,4.4710833
271,CHEMBL1453077,O=C(CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)Nc1ccccc1C(=O)O,inactive,446.937,4.2682,2,5,4.109411332
272,CHEMBL1451327,Cc1coc2c(O)cc3c(c12)OC1(N2CCCCC2)C(=O)NCCCC31,inactive,356.422,3.01502,2,5,4.562090964
273,CHEMBL1345295,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,inactive,367.317,2.2698,1,6,4.495121541
274,CHEMBL1570535,COc1ccccc1/C=C1/C(=O)ON=C1C,inactive,217.224,2.0113,0,4,4
275,CHEMBL1313127,CN1C(=O)/C(=C/c2ccc(C(=O)Nc3ccc(O)cc3C(=O)O)cc2)SC1=S,inactive,414.464,3.1737,3,6,4.497436331
276,CHEMBL1471546,COC(=O)C1=C(C(=O)OC)C(c2cc(Cl)ccc2O)c2sc(O)nc2S1,inactive,413.86,3.0454,2,9,4
277,CHEMBL1610382,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C(C)(C)C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,inactive,517.691,6.74292,1,3,4.431798276
278,CHEMBL1998429,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccc(Br)cc3[N+](=O)[O-])o2)o1,inactive,418.203,4.28262,1,6,4
279,CHEMBL1471595,CCC(C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=CO1,inactive,390.863,4.2995,0,5,4.42010213
280,CHEMBL1432468,O=C(NCc1cccs1)c1nc(O)c2nnn(Cc3ccccc3Cl)c2n1,inactive,400.851,2.6201,2,8,4.286005732
281,CHEMBL1323428,C=CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,inactive,446.575,3.65452,1,6,4.482804102
282,CHEMBL1735496,NC(=S)N=Nc1c(O)cc(O)c2nc(O)ccc12,inactive,264.266,1.6789,4,6,4.698752911
284,CHEMBL1715441,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(O)cc3)sc2c1,inactive,446.484,4.99464,2,7,4.51741223
285,CHEMBL1434708,COc1cccc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)c1,inactive,312.3,2.2957,1,3,4.419417123
286,CHEMBL1525702,CC(=O)C1=C(O)C(=O)N(c2cc(C(C)(C)C)on2)C1c1ccc(C(C)C)cc1,inactive,382.46,4.5845,1,5,4.021043835
287,CHEMBL1559790,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2F)SC1=S,inactive,482.352,4.453,1,5,4.480172006
288,CHEMBL329706,NC(=O)C1=C(c2ccccc2)c2ccccc2C1=O,inactive,249.269,2.1701,1,2,4.225556031
289,CHEMBL1432590,O=C(O)c1cccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])c1,inactive,334.675,3.2262,2,7,4.969805215
290,CHEMBL1471665,O=C(O)c1ccccc1-c1ccc(C=C2C(=O)N(c3ccccc3)C(=S)N(c3ccccc3)C2=O)o1,inactive,494.528,5.3931,1,5,4.908333042
292,CHEMBL1328567,O=C1C(O)=C(O)C(=O)c2ccccc21,inactive,190.154,1.3932,2,4,4
293,CHEMBL1570497,CCC(CNc1cc(OC)cc2cccnc12)NC1CCCCC1,inactive,327.472,4.3562,2,4,4.406381692
294,CHEMBL1313324,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,inactive,416.505,4.2322,1,7,4
295,CHEMBL1403191,CCC(=O)OC1(C)C(=O)C2=COC(c3ccc(OC)cc3)=CC2=C(Br)C1=O,inactive,433.254,3.4629,0,6,4
296,CHEMBL1471648,CN1C(=O)C(=Cc2ccccc2Oc2ccc(Cl)c(F)c2)C(=O)N(C)C1=O,inactive,388.782,3.7052,0,4,4.285251239
297,CHEMBL1904459,Cc1ccccc1C(=O)Nc1cccc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)c1,inactive,452.854,4.27842,3,6,4
298,CHEMBL1313262,Oc1ccc(N=Nc2ccccc2-c2nn[nH]n2)c(O)c1,inactive,282.263,2.6933,3,7,4
299,CHEMBL3197557,Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1O,inactive,311.297,1.70392,3,7,4
300,CHEMBL1408302,O=C(COc1cccc2ccccc12)Nc1cc(Cl)ccc1C(=O)O,inactive,355.777,4.2089,2,3,4.392009141
301,CHEMBL1581086,CCc1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,inactive,286.287,3.599,2,4,4
302,CHEMBL1432739,C#CCOc1ccccc1/C=C1/C(=O)ON=C1C,inactive,241.246,2.0147,0,4,4
303,CHEMBL1305450,COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,inactive,292.294,4.1584,0,5,4.131179294
304,CHEMBL1581158,O=C1CCNc2cc3ccccc3cc21,inactive,197.237,2.8381,1,2,4
305,CHEMBL1533094,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccc(O)cc1,inactive,359.179,2.6161,2,3,4
306,CHEMBL2002332,Sc1nnc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1,inactive,330.8,3.9406,1,6,4.203009609
307,CHEMBL1526088,CCc1ccc(NC2=NC(=O)/C(=C/c3cc(Br)c(OCC(=O)O)c(OC)c3)S2)cc1,inactive,491.363,4.5659,2,6,4.402963335
308,CHEMBL1464014,Cn1cccc1/C=C1\C(=O)NC(=O)N(Cc2ccccc2)C1=O,inactive,309.325,1.6871,1,4,4.630784143
309,CHEMBL1716414,O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O,inactive,260.205,2.8756,1,5,4.230918213
310,CHEMBL1735864,O=C(O)C(Cc1ccccc1)N1C(=O)C=CC1=O,inactive,245.234,0.6073,1,3,4
311,CHEMBL1571889,CC(C)CN(CC(C)C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],inactive,404.492,2.6275,2,6,4.799423073
312,CHEMBL1589086,O=C1NC(=O)C(=Cc2coc3ccccc3c2=O)C(=O)N1,inactive,284.227,0.5424,2,5,4
313,CHEMBL1353570,COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1COCC(F)(F)F,inactive,510.549,5.0065,0,6,4.557206774
314,CHEMBL1393237,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,inactive,388.529,4.91572,1,5,4.53165267
315,CHEMBL1385494,CC1=C/C(=C(/c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O.N,inactive,557.26,5.48152,3,5,4.420216403
316,CHEMBL1345754,CCCCC1(C)OC(=O)C(=Cc2ccc(-c3ccc(Cl)c(C(=O)O)c3)o2)C(=O)O1,inactive,418.829,4.688,1,6,4.855114582
317,CHEMBL1313485,CCOC(=O)c1ccc(CC(=O)c2ccc(O)c(O)c2O)o1,inactive,306.27,1.9985,3,7,4.473789996
318,CHEMBL1408292,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc(OC)c1OC,inactive,480.589,3.11552,1,8,4.427709394
319,CHEMBL2001761,Oc1ccc(/C=N/N2CCCCC2)c(O)c1O,inactive,236.271,1.6232,3,5,4
320,CHEMBL2001904,CC1=C/C(=C(\c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,inactive,540.229,5.31952,2,4,4.27417001
321,CHEMBL1393327,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,inactive,361.404,3.5191,1,6,4.224535191
322,CHEMBL1550490,CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,inactive,321.332,3.0817,1,5,4
323,CHEMBL1464042,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,inactive,387.457,4.0785,2,5,4.1856858
324,CHEMBL1503442,O=C1C(=Cc2cccn2-c2ccc(O)cc2)C(=O)c2ccccc21,inactive,315.328,3.6455,1,4,4.994819487
325,CHEMBL1393512,CN1C(=O)NC(=O)/C(=C/c2ccc(C(=O)O)cc2)C1=O,inactive,274.232,0.4764,2,4,4.069968385
326,CHEMBL1542529,CCCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,inactive,289.331,3.1902,0,5,4.537602002
327,CHEMBL1736254,O=C1C(=NCCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,inactive,452.102,4.0911,2,5,4.912928794
328,CHEMBL1542511,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccs1,inactive,268.341,3.5542,0,3,4.329568591
329,CHEMBL1408494,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CSc3nc(O)c4c(C)c(C)sc4n3)cc2)no1,inactive,505.603,3.84176,3,10,4.08692826
330,CHEMBL390559,Cc1nn(-c2ccccc2)c(Cl)c1/C=C1\SC(=S)N(CCCCCC(=O)O)C1=O,inactive,449.985,4.68032,1,6,4.383524486
332,CHEMBL1433028,O=C(O)/C=C/C(=O)c1ccc2c(c1)NC(=O)CO2,inactive,247.206,0.841,2,4,4
333,CHEMBL1472217,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/C(=O)c3ccccc3)cc1)C2=O,inactive,397.386,4.0815,1,4,4.246263778
334,CHEMBL1313807,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Br)cc4)c3cc12,inactive,441.277,5.60274,1,4,4.47820835
335,CHEMBL2005484,O=C(O)COc1ccccc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-],inactive,504.908,3.9584,3,8,4.435097327
336,CHEMBL1589453,COc1ccc(S(=O)(=O)CC(=O)c2cc3cc(Br)ccc3oc2=O)cc1,inactive,437.267,3.2207,0,6,4
337,CHEMBL1521165,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c(C)n1-c1ccc(C(=O)O)c(Cl)c1,inactive,463.877,4.11214,2,5,4.195656082
338,CHEMBL1393568,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,inactive,459.937,3.0687,1,9,4.281332265
